"baseMean" "log2FoldChange" "lfcSE" "stat" "pvalue" "padj"
"XM_071956267.1" 55.7719491753486 8.81756972569183 2.44411540580956 3.60767323209568 0.000308955253758261 0.0090234492812187
"XM_071956289.1" 18.7258139636861 -6.92082209576344 2.08871937155545 -3.3134284049894 0.000921596984914855 0.0218872694806328
"XM_071956355.1" 242.417152627155 8.28954560141074 2.64817270592602 3.13028889047176 0.00174634469904509 0.0356904720978755
"XM_071956356.1" 577.992929879077 6.29040120206092 1.82648209985689 3.44399827545739 0.00057317935816868 0.0148591231530243
"XM_071956358.1" 3583.42699817279 3.77946662507209 0.840859516030972 4.49476583545364 6.96465463860003e-06 0.000336260544595819
"XM_071956399.1" 293.69111611931 2.07922245176424 0.388604675690498 5.35048233289973 8.77201165769648e-08 9.51369558874682e-06
"XM_071956459.1" 2026.2373917735 8.42194433306004 1.02605077151376 8.20811656389568 2.24685035530466e-16 2.07317714450759e-13
"XM_071956571.1" 21.4085338725272 -21.2052879100265 4.24855663075017 -4.99117459245971 6.00132200670096e-07 4.37083281801575e-05
"XM_071956604.1" 25.5314251270253 -7.36183937622887 2.27908480227553 -3.23017351915932 0.00123715109359941 0.0275434720239875
"XM_071956606.1" 392.87339064755 -1.51145755183719 0.48603632738992 -3.10976251498302 0.00187237819762562 0.0376181919656832
"XM_071956673.1" 19362.4769397052 2.94363265533701 0.611093301413581 4.81699381833805 1.45737201589379e-06 8.50292951568194e-05
"XM_071956681.1" 90.1346458461036 4.17808875303978 1.37881724481255 3.03019763406555 0.00244393759072697 0.0454145872308663
"XM_071956683.1" 179.427992050565 6.72301390090237 1.94683575898221 3.45330306877921 0.000553766470237645 0.0145373910147845
"XM_071956684.1" 8174.0352996502 4.15430137676077 1.12913895780628 3.67917637420983 0.000233988408873485 0.00719673238304338
"XM_071956699.1" 43.0453273900728 21.1096481565688 4.24924197305949 4.96786210114782 6.76950725340072e-07 4.71085849731766e-05
"XM_071956705.1" 3915.51780602758 2.16112064077359 0.685212353450392 3.15394290527783 0.00161080596392743 0.0337067409294663
"XM_071956707.1" 182.697597858834 1.32736737616182 0.296690635267584 4.4739105936548 7.68018654646446e-06 0.00036795478352321
"XM_071956719.1" 20.80607389205 8.69867188074886 2.72226465352955 3.19538068037235 0.0013964651227836 0.030278621065194
"XM_071956755.1" 1808.15753122209 2.12219183729778 0.698083326157927 3.0400265380607 0.00236557303530422 0.0446466068397984
"XM_071956801.1" 169.487572377581 -5.48651433225969 1.54193727210118 -3.55819554499988 0.000373411284928453 0.0105116331541498
"XM_071956833.1" 307.42584789307 -2.88368915280394 0.821604778870836 -3.5098251945018 0.000448401375342343 0.0121633807209035
"XM_071956914.1" 28.835171440188 8.28968230919626 2.43876331200976 3.39913359708729 0.000675996875628562 0.0170629282295181
"XM_071956953.1" 100.677945545988 20.9870994718105 3.0849418328877 6.80307785646812 1.02407266201494e-11 3.75187091599678e-09
"XM_071956992.1" 44.3324743964667 22.0466885841706 4.24818806493846 5.18966868866481 2.10668579027882e-07 1.90158924250784e-05
"XM_071957004.1" 105.654301539369 23.2697103712053 3.79686714995871 6.1286606700101 8.86219062787607e-10 2.04429402881737e-07
"XM_071957032.1" 419.11968276668 2.38311939632361 0.771403542996567 3.08932907809345 0.00200609099633848 0.0394457340108766
"XM_071957042.1" 40.7907307697968 -19.8500230076105 3.80339984496379 -5.21902082787707 1.79871537232844e-07 1.72041192245902e-05
"XM_071957043.1" 63.6758222953647 -6.67378418138391 1.77474462804641 -3.76041942931824 0.000169628704109808 0.0055386106231817
"XM_071957062.1" 22.3229484153194 8.04325069713741 2.45530924083733 3.27586055693515 0.00105340557327737 0.0243898634266348
"XM_071957069.1" 834.288793211285 -0.958988802444542 0.250733704708935 -3.82473031919576 0.000130915309975245 0.00434721075274861
"XM_071957123.1" 1571.69817653379 2.04255327624792 0.57904923469976 3.52742591449411 0.000419621172991813 0.0115514058372873
"XM_071957142.1" 9890.95671536663 0.578143517775187 0.17673116594322 3.2713161523584 0.00107048165307713 0.0246705915107406
"XM_071957143.1" 213.304376530913 -2.90397252174129 0.400503225575357 -7.25080932262027 4.14288576771795e-13 2.29359362513683e-10
"XM_071957149.1" 92.4763538511869 -1.02084197484562 0.287858155451804 -3.54633681732371 0.000390626586302031 0.0108977381237878
"XM_071957152.1" 37.865972454169 -20.9660273055635 4.24888202871916 -4.93448092082795 8.03642005245996e-07 5.37388001742738e-05
"XM_071957349.1" 41.5893830837162 -21.6375400367675 3.95360120422834 -5.47286863774383 4.42808356961327e-08 5.46122999850374e-06
"XM_071957489.1" 886.879971473717 1.20091946401814 0.401559722857149 2.9906372468669 0.00278395992228317 0.0499688714292799
"XM_071957495.1" 20.747869236201 -20.8310619369938 4.24909333539963 -4.90247219646792 9.4638013205183e-07 6.04695139114486e-05
"XM_071957569.1" 74.0902735685417 -3.79848788077161 1.16476374131491 -3.26116597386822 0.00110955073376563 0.0253134042402044
"XM_071957687.1" 92.7813769218747 6.55040864386832 1.1580567201569 5.65637980407454 1.54599156082063e-08 2.48485727449835e-06
"XM_071957726.1" 2516.00263909863 3.41568489904189 0.842398933492359 4.05471180368354 5.01961506592309e-05 0.0019180010757261
"XM_071957759.1" 517.97177141213 1.5236802057565 0.424507462374795 3.58928956686104 0.000331580367124314 0.00958313420669146
"XM_071957766.1" 881.731396964462 -1.28556916495527 0.326197886868791 -3.94107140697811 8.11184715255764e-05 0.00290777623182257
"XM_071957794.1" 101.967121406146 -23.0538344238365 4.24744969199258 -5.42768863567667 5.708851778343e-08 6.55413015455573e-06
"XM_071957798.1" 8.4015507964902 -5.88501591053487 1.94217094016381 -3.0301225236325 0.00244454547732476 0.0454145872308663
"XM_071957800.1" 86.4388390491232 -6.73151796182411 2.13596089760284 -3.15151741278542 0.00162424477653143 0.0338617657888933
"XM_071957846.1" 34.3524980565136 21.1891234993808 4.24914139180602 4.98668355452741 6.14245484534215e-07 4.41363076399091e-05
"XM_071958089.1" 83.5387446713277 -8.64693867050702 2.86670673552608 -3.01633179402294 0.00255853126832715 0.0469026412714012
"XM_071958091.1" 72.0072458225481 9.90486283610559 2.52026997331353 3.93008008704843 8.49175726434251e-05 0.00302654003900665
"XM_071958093.1" 339.128071648854 0.988718730933673 0.241096363940543 4.1009275908346 4.1149731751856e-05 0.00160936148686654
"XM_071958129.1" 91.3900378014749 7.81134940438913 1.58737104461147 4.92093479398263 8.61318257056574e-07 5.67672532752657e-05
"XM_071958228.1" 81.347238324547 -22.1141155994905 2.60616962233982 -8.48529405374482 2.15173902279838e-17 2.33070757717288e-14
"XM_071958334.1" 22.6515499365413 -2.01429689355859 0.622332139202392 -3.23669109575508 0.00120924232190966 0.0270187031082827
"XM_071958369.1" 24.3495697924926 -2.88827791841693 0.774991180826925 -3.72685262732294 0.000193885747150512 0.00618473190622369
"XM_071958377.1" 1529.94046465664 -0.698092685621723 0.208815015917836 -3.34311535285569 0.000828434550911737 0.0199437340981694
"XM_071958381.1" 162.269777467094 -0.835551660705189 0.240912791173584 -3.46827437694312 0.000523812175002188 0.0138532194435557
"XM_071958448.1" 69.4849478653817 3.42363546319395 1.10527155528223 3.09755140882072 0.00195126549119407 0.0387178811185029
"XM_071958492.1" 22.1402764990457 20.3313679122377 4.25103821050335 4.78268293660676 1.72970846761205e-06 9.8543103631301e-05
"XM_071958507.1" 104.29488305235 23.6602776598392 4.24741058568958 5.57051812686903 2.53982888971254e-08 3.67206509485857e-06
"XM_071958510.1" 9.72025484567341 20.3569924712064 4.2517932637948 4.78786037048222 1.68568861148472e-06 9.65415181101581e-05
"XM_071958621.1" 32.3066366238228 -21.7994150946689 4.24803657771748 -5.13164486601053 2.87221037624425e-07 2.44216304107075e-05
"XM_071958782.1" 1113.84818110726 -2.44071004968879 0.511471047304332 -4.77194176005145 1.82458269611463e-06 0.000103074441515428
"XM_071958830.1" 170.302632148668 23.0803236695405 4.24755476425583 5.43379072208011 5.51692813286035e-08 6.39270839878837e-06
"XM_071958835.1" 4035.92444055486 -1.02932139210343 0.334278319511495 -3.07923467369243 0.00207533135943789 0.0403123185862543
"XM_071958887.1" 109.775792650289 2.45604211131362 0.813547869203276 3.01892759392126 0.00253671149848536 0.0466399214477976
"XM_071958907.1" 23.4418282605721 8.84044656774875 2.86863495756568 3.08176073237661 0.00205780171545024 0.0401456649467594
"XM_071958911.1" 128.657502466902 7.96753630415451 1.27111559870896 6.26814454346004 3.65375549964119e-10 9.4818761211001e-08
"XM_071958958.1" 20483.933893747 1.47512483461675 0.440683236755654 3.34735862765449 0.000815855892004861 0.0197334153762302
"XM_071959026.1" 20.9123899172416 -20.9316386515777 4.24850721404536 -4.92682196287173 8.35778435896789e-07 5.53902728183081e-05
"XM_071959057.1" 51.9183329726683 -8.30882845471311 2.64159580392203 -3.14538221266736 0.0016586997201954 0.0343793383423967
"XM_071959070.1" 18533.6722345039 1.3130360068864 0.378285872393373 3.4710151837788 0.000518494680293278 0.0137417637980281
"XM_071959161.1" 604.352683839096 2.96922417242186 0.763806233175318 3.88740500333194 0.000101321620717676 0.00351074483579899
"XM_071959314.1" 58.0815676111991 -9.06688330531974 2.34376558096874 -3.86851115953847 0.000109501925645594 0.00376278823946027
"XM_071959338.1" 84.238370085879 23.5811803835932 4.24749009243077 5.55179173357368 2.82756347424635e-08 3.93536809127929e-06
"XM_071959368.1" 14.3847660811832 7.26664710452048 2.32302195895628 3.12810091032689 0.00175939764859865 0.0358103542643285
"XM_071959539.1" 26.0379198333206 -3.36770433588819 1.11012688314223 -3.03362109955923 0.00241637707764104 0.0452285515666951
"XM_071959620.1" 96.013054382152 -3.51428420967942 1.09181817120848 -3.21874493606352 0.00128752956442651 0.0285375658706028
"XM_071959627.1" 631.672295076162 -0.914466919561473 0.254025426881428 -3.59990309154493 0.000318335797946178 0.00925402536083214
"XM_071959671.1" 27761.7977152542 6.0051935186413 1.11303088589987 5.39535209194686 6.83893097951336e-08 7.70942477342156e-06
"XM_071959735.1" 766.033841229142 -1.37647015309265 0.34674708563351 -3.96966610570879 7.1973417982439e-05 0.00262145286870834
"XM_071959751.1" 19.1982072591242 20.0405047014462 4.25186753751651 4.71334173151399 2.43687011030964e-06 0.000130558591522891
"XM_071959926.1" 622.243795119586 -1.08481162348431 0.351668191059063 -3.08475901734914 0.00203717139553949 0.0399306413723763
"XM_071959957.1" 1671.51202973286 1.42138373011636 0.358594808703913 3.96375991959766 7.3778452248056e-05 0.00267546227198809
"XM_071959987.1" 247.365302573185 1.26538590783101 0.355359595430709 3.56086039071863 0.000369641590793839 0.0104448622854869
"XM_071959998.1" 35.2474137463395 -3.55182016000365 1.14934204997896 -3.0903073285004 0.00199949484465625 0.0393957327592661
"XM_071959999.1" 48.7483765238193 -8.18024625749178 2.24429301498327 -3.64491009100822 0.000267485297103781 0.00799024125509171
"XM_071960015.1" 49.1440179474434 9.36978830655443 2.03088306268367 4.61365229673682 3.95654106591683e-06 0.000202401042248842
"XM_071960063.1" 513.783107001907 -0.968899883194078 0.321177878500643 -3.01670802396853 0.00255535815563376 0.0469026412714012
"XM_071960102.1" 562.181381803849 3.45071484930662 0.925192163017551 3.72972771197281 0.000191686804366545 0.00613028672295729
"XM_071960152.1" 28.9064563904451 6.83321612354008 1.85374990032388 3.68615859256214 0.000227664508100301 0.0070720771699536
"XM_071960153.1" 44.3350681056318 7.48326920888774 1.81043507501855 4.13340931809504 3.57421355665546e-05 0.00140893010026832
"XM_071960186.1" 1018.0791281023 2.95007709502142 0.619399944247018 4.76279845101975 1.9092651467684e-06 0.000107129555408651
"XM_071960191.1" 348.632941108365 2.05176806904384 0.435600098639389 4.71021029483833 2.47461322887418e-06 0.000132296221826057
"XM_071960212.1" 675.438173400041 -0.986691214709681 0.323150437545977 -3.05334946225873 0.00226302231894762 0.0432020498329058
"XM_071960276.1" 208.580792617232 11.1916075729157 1.81138232893128 6.17848998202315 6.47175945224834e-10 1.55029753109484e-07
"XM_071960296.1" 54.9371480671464 -5.02751300421919 0.864008294569621 -5.81882493005867 5.92627643516436e-09 1.07767390386314e-06
"XM_071960301.1" 57.6105931477154 -5.01548858434553 0.658991843976972 -7.6108507718053 2.72297485646457e-14 1.93821350283148e-11
"XM_071960317.1" 21.4556859347685 -20.3585549193287 2.58491774666215 -7.87590047908381 3.38297441887166e-15 2.80933472324499e-12
"XM_071960332.1" 2642.3712208764 2.31492020154369 0.77389345904718 2.99126472059064 0.00277824536584971 0.0499022543615096
"XM_071960447.1" 275.940714349606 -10.3143669911271 2.69565524352392 -3.82629307509055 0.000130087402351907 0.00432692584084521
"XM_071960467.1" 43.3342502492494 -8.5932243654814 2.0565045129914 -4.17855847686989 2.93362572665139e-05 0.00120802343352175
"XM_071960470.1" 160.61461620259 3.02370119140414 0.810176211194097 3.73215252389056 0.000189850483627415 0.00609198372279155
"XM_071960526.1" 71.2540773460994 21.1468627388351 4.24909773912149 4.97678896489853 6.46477376210435e-07 4.56251866105682e-05
"XM_071960558.1" 434.452953903839 2.28282134327003 0.684098526936391 3.33697742851928 0.000846948261150866 0.0203668166313239
"XM_071960611.1" 5000.89384199363 2.24801379804053 0.612862782585407 3.66805402761956 0.000244403546624308 0.00740900025140095
"XM_071960665.1" 26.6735239181333 -3.01629014929973 0.638785932103921 -4.72191073363999 2.33639230208661e-06 0.000126811637084714
"XM_071960676.1" 691.384104330643 0.681604621057136 0.219528382226302 3.1048587619732 0.00190369903882211 0.0380929918168732
"XM_071960683.1" 1896.94485692927 6.75966051576547 1.10679788686401 6.10740280225707 1.0126544284453e-09 2.27281619602322e-07
"XM_071960688.1" 38.2057408402288 -21.8158863969143 4.24804600111755 -5.13551086574277 2.81378621371604e-07 2.40892975746761e-05
"XM_071960710.1" 17.5740159397738 2.36552019506403 0.731361052272482 3.23440821426558 0.00121895093708424 0.0271868618581735
"XM_071960844.1" 742.209559243898 1.08476160275889 0.331799410146694 3.26932950929389 0.00107802681176214 0.0247948376924036
"XM_071960936.1" 500.352454946033 4.73300835949003 1.42082957498894 3.33115839000387 0.000864853777325574 0.0207174059178
"XM_071961016.1" 116.019279042421 23.973873638993 4.24742293672437 5.64433398701796 1.65821897604653e-08 2.59818926731114e-06
"XM_071961129.1" 51.8652809563331 8.45598262012605 1.77921216206699 4.75265558566235 2.00762171182429e-06 0.000111642588630979
"XM_071961164.1" 250.001695685613 -0.752383050237847 0.243921750276797 -3.08452628510602 0.00203876593849246 0.0399306413723763
"XM_071961274.1" 420.670993974761 0.778551694812659 0.247389412734243 3.14706957831302 0.00164915713138422 0.0342378763451458
"XM_071961297.1" 4527.61854406745 2.82226348572043 0.428016512510716 6.59381917105305 4.28653770165651e-11 1.36910915078678e-08
"XM_071961317.1" 168.253819869595 7.55747783276588 1.39014315299159 5.43647452170818 5.4345105984839e-08 6.32663376355278e-06
"XM_071961326.1" 30.5901122431221 20.4876664887445 4.25048011713694 4.82008289043466 1.43498585711129e-06 8.39973079568784e-05
"XM_071961329.1" 1050.92762248024 5.80393135457229 1.80909423466626 3.20819736382776 0.00133569802470389 0.0294219671878408
"XM_071961353.1" 53.5071660505717 -22.5001520054832 4.24763645704034 -5.29709927698492 1.17656734781077e-07 1.20130419409876e-05
"XM_071961378.1" 385.789307181979 -1.90448424622891 0.627485906920256 -3.03510282099601 0.00240453696706066 0.0451371726082004
"XM_071961417.1" 226.170488208838 -1.38553752241228 0.457704525863195 -3.02714402877984 0.00246876297160974 0.0456941247486727
"XM_071961542.1" 5274.80783998709 1.31201284842256 0.397867190486378 3.2976150831102 0.000975097061767361 0.0228743814499155
"XM_071961612.1" 769.773908724034 8.09219133041645 1.73297012335274 4.66955039868816 3.01859640131511e-06 0.000158320615044133
"XM_071961689.1" 54.3503867688204 9.84212056926633 3.19341514126704 3.08200472969553 0.00205611570455506 0.040144208893088
"XM_071961791.1" 187.03387883983 -1.28049851141221 0.331340573516959 -3.86459918814221 0.000111271766811563 0.00380784825079186
"XM_071961813.1" 439.567503735554 6.48690575540858 1.3310324346433 4.87358954340356 1.09588561261979e-06 6.74118475733254e-05
"XM_071961829.1" 70.2368239748521 22.7264600575081 4.2477360733415 5.35025238506174 8.78316535708975e-08 9.51369558874682e-06
"XM_071961846.1" 21.6387725153679 7.99189559168806 2.56844811287971 3.11156591079726 0.00186097925464143 0.0374193512275077
"XM_071961867.1" 1317.5579739108 2.58305298829807 0.574443015844543 4.49662180068545 6.90416358915518e-06 0.00033463701847592
"XM_071961872.1" 1806.94314553176 2.28774723815003 0.646029057642098 3.54124510513497 0.000398243439974047 0.0110606898774509
"XM_071961900.1" 4166.9499230299 0.725199988501064 0.229184069868749 3.16426874222268 0.00155473162938384 0.033020485151611
"XM_071961973.1" 483.861651525439 2.57764090805932 0.812465307709902 3.17261658263898 0.00151071891339468 0.0323060431668684
"XM_071962064.1" 46.3770997802819 20.6278223697745 4.25023582521787 4.85333596017984 1.21401766831175e-06 7.32320149410427e-05
"XM_071962068.1" 34.2588404528461 3.97717753700022 0.751971189186772 5.28900254982028 1.22985177063222e-07 1.23545553071615e-05
"XM_071962149.1" 14.0359639807061 -20.5555151844347 4.24920132865806 -4.83750088417823 1.31481800306719e-06 7.83637820823276e-05
"XM_071962202.1" 38.1722361691135 -22.1355622795932 4.24782167565426 -5.21103849685118 1.87786476664547e-07 1.73271277523847e-05
"XM_071962203.1" 172.570742643056 -9.97841297738434 2.7666008021112 -3.6067411567906 0.000310066687477927 0.0090453060715897
"XM_071962304.1" 50.9984329132289 21.663053779338 4.24850698710702 5.09898038183273 3.41487938193483e-07 2.79610759783348e-05
"XM_071962309.1" 29.7614986067818 -7.42585183439959 1.96619386740067 -3.77676482340811 0.000158878618339707 0.00520808291933832
"XM_071962357.1" 1201.80344965329 1.56879630540654 0.320495415121969 4.89491029008795 9.83505829158808e-07 6.23462613787109e-05
"XM_071962364.1" 635.388992629098 2.40382606153339 0.479175161053119 5.01659154504236 5.25962207739971e-07 3.95869984333109e-05
"XM_071962380.1" 99.950348795976 -21.8839573374098 3.21341742855654 -6.8101819399293 9.74753905830663e-12 3.62448418745661e-09
"XM_071962405.1" 287.244911256978 2.14009949079902 0.678665772947009 3.15339240036512 0.00161384711111415 0.0337296754020023
"XM_071962427.1" 16.3168182942283 -20.7444107754945 4.24920634995066 -4.88194949057613 1.05042165123642e-06 6.50973994956543e-05
"XM_071962456.1" 48.205484516502 21.3023900273318 3.76177531803949 5.66285549410054 1.48874527216152e-08 2.40838382891947e-06
"XM_071962471.1" 330.182938789966 -6.07920741210063 1.0915753592612 -5.56920542454819 2.55903636035914e-08 3.67206509485857e-06
"XM_071962474.1" 93.6476106255978 -3.74940744228479 1.10454826522118 -3.39451661855084 0.000687498673669674 0.017286076861667
"XM_071962479.1" 20.1977502325669 -20.3721175828866 4.24976881313492 -4.79370019374272 1.637329092707e-06 9.39879716281326e-05
"XM_071962490.1" 119.418125236386 -8.19989718239179 2.13535229211694 -3.84006761444623 0.000123000429319576 0.00413537070936383
"XM_071962511.1" 2827.90975181376 1.6379339682774 0.423555590935288 3.86710505853682 0.000110134989440017 0.00377668205938282
"XM_071962639.1" 93.9231724854735 -8.5904394453782 2.54577067995837 -3.37439641088123 0.000739777528102175 0.0183383856294622
"XM_071962670.1" 20.9175064272996 17.6173502654701 3.75776529230766 4.68825189841785 2.75548714264284e-06 0.000146058406775875
"XM_071962724.1" 33.9697400667058 -8.07598989152638 2.58019754992324 -3.12998897769151 0.00174812862317801 0.0356976462206834
"XM_071962742.1" 22595.9924589599 2.40339418339461 0.480582984967352 5.00099724412399 5.70345280057875e-07 4.21271759182674e-05
"XM_071962761.1" 34.0250428499358 -20.6933739960366 4.24839611099193 -4.87086737098182 1.11109406578437e-06 6.77539008278461e-05
"XM_071962765.1" 2900.85053230674 5.72719218979894 0.59003222132175 9.70657530697098 2.82675454929788e-22 7.04229360866581e-19
"XM_071962770.1" 2975.06370143634 5.2147933110766 1.00046488943495 5.21237013526964 1.86443081281683e-07 1.728002682494e-05
"XM_071962780.1" 61.2806191943216 5.49115015918294 1.42969533637416 3.84078343090145 0.000122642278597601 0.00412890146851628
"XM_071962788.1" 773.421908649119 -1.68088987755 0.460432967675083 -3.65067229229372 0.000261554786989377 0.0078412929100678
"XM_071962808.1" 95.7461138251463 20.4377915537381 3.04542419352011 6.71098351330646 1.93316952647138e-11 6.59740444013443e-09
"XM_071962852.1" 909.951054880067 -1.95893618914336 0.533970123078847 -3.66862508682739 0.000243858375661989 0.00740883379617941
"XM_071962980.1" 1543.05549789613 1.37372046695649 0.299358012062515 4.58888825955197 4.4561286728441e-06 0.000226562313523602
"XM_071962988.1" 25.7189521309439 2.96728595864719 0.533536177940083 5.56154592946913 2.67395282979701e-08 3.78460941726983e-06
"XM_071963031.1" 303.919044518558 2.54879458032159 0.75761862052801 3.36421850157966 0.000767607452474549 0.01880374086873
"XM_071963137.1" 482.406728947659 -1.1196211663668 0.341959854326282 -3.27413043432435 0.00105987676103198 0.0245169078436303
"XM_071963172.1" 84.9234974185396 -21.9279095452346 4.24797909182229 -5.16196268184266 2.44374014708604e-07 2.12870273721519e-05
"XM_071963251.1" 141.875510029054 2.40632644032139 0.594846668006949 4.04528859240963 5.22587067629751e-05 0.00197860358903647
